,wine,wine_id,wine_slug,appellation,appellation_slug,color,wine_type,regions,country,classification,vintage,date,is_primeurs,score,confidence_index,journalist_count,lwin,lwin_11
4544,"Chateau Giscours, La Sirene De Giscours, Margaux",36037,chateau-giscours-la-sirene-de-giscours-margaux,Margaux,margaux,Red,,['Bordeaux'],France,,2014,2017-06-01,False,86.88,B+,4,1015258.0,10152582014.0
4545,"Chateau La Tonnelle, Haut Medoc",37731,chateau-la-tonnelle-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,86.82,C+,3,,
4546,"Chateau Lusseau, Graves",38914,chateau-lusseau-graves,Graves,graves,Red,,['Bordeaux'],France,,2014,2017-06-01,False,86.82,A,8,,
4547,"Chateau La Clare, Medoc",37114,chateau-la-clare-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,86.8,A+,6,,
4548,"Chateau Teyssier, Saint Emilion Grand Cru",41245,chateau-teyssier-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,86.7,B,16,1015447.0,10154472014.0
4549,"Chateau Tour De Pressac, Saint Emilion Grand Cru",41393,chateau-tour-de-pressac-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,86.66,B+,3,,
4550,"Vignobles Andre Lurton, Chateau De Barbe Blanche, Lussac Saint Emilion",139905,vignobles-andre-lurton-chateau-de-barbe-blanche-lussac-saint-emilion,Lussac Saint Emilion,lussac-saint-emilion,Red,,['Bordeaux'],France,,2014,2017-06-01,False,86.64,B,4,,
4551,"Chateau La Fleur, Saint Emilion Grand Cru",37356,chateau-la-fleur-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,86.63,B,7,1009772.0,10097722014.0
4552,"Chateau De Ricaud, Cadillac Cotes De Bordeaux",34788,chateau-de-ricaud-cadillac-cotes-de-bordeaux,Cadillac Cotes De Bordeaux,cadillac-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2014,2017-06-01,False,86.6,B,4,,
4553,"Chateau Jean De Gue, Lalande De Pomerol",36813,chateau-jean-de-gue-lalande-de-pomerol,Lalande De Pomerol,lalande-de-pomerol,Red,,['Bordeaux'],France,,2014,2017-06-01,False,86.6,A,6,,
4554,"Chateau Peyredon Lagravette, Listrac Medoc",39969,chateau-peyredon-lagravette-listrac-medoc,Listrac Medoc,listrac-medoc,Red,,['Bordeaux'],France,,2014,2017-06-01,False,86.48,A,9,,
4555,"Chateau Leboscq, Medoc",147360,chateau-leboscq-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,86.44,B,5,,
4556,"Domaine Andron, Haut Medoc",51469,domaine-andron-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,,2014,2017-06-01,False,86.41,B,3,,
4557,"Chateau Du Taillan, Haut Medoc",35500,chateau-du-taillan-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,86.11,C,5,,
4558,"Chateau Villars, Fronsac",41736,chateau-villars-fronsac,Fronsac,fronsac,Red,,['Bordeaux'],France,,2014,2017-06-01,False,86.11,B,11,,
4559,"Chateau Haut Barrail, Medoc",36368,chateau-haut-barrail-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,86.06,A+,4,,
4560,"Clarendelle, Saint-Emilion",148263,clarendelle-saint-emilion,Saint-Emilion,saint-emilion,Red,,['Bordeaux'],France,,2014,2017-06-01,False,86.0,A,3,,
4561,"Famille Bouey, Chateau Maison Blanche, Medoc",71845,famille-bouey-chateau-maison-blanche-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,85.99,B+,8,,
4562,"Chateau Saint Robert, Poncet Deville, Graves",40728,chateau-saint-robert-poncet-deville-graves,Graves,graves,Red,,['Bordeaux'],France,,2014,2017-06-01,False,85.99,A+,6,,
4563,"Chateau De Birot, Premieres Cotes De Bordeaux",33775,chateau-de-birot-premieres-cotes-de-bordeaux,Premieres Cotes De Bordeaux,premieres-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2014,2017-06-01,False,85.94,C+,3,,
4564,"Chateau Fleur La Mothe, Medoc",35709,chateau-fleur-la-mothe-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,85.85,B,6,,
4565,"Michel Gonet, Chateau Haut Bacalan, Pessac Leognan",105189,michel-gonet-chateau-haut-bacalan-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2014,2017-06-01,False,85.76,C,4,1324369.0,13243692014.0
4566,"Chateau Lieujean, Haut Medoc",38813,chateau-lieujean-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,85.75,A,4,,
4567,"Chateau Landat, Haut Medoc",38052,chateau-landat-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,85.74,B+,5,,
4568,"Chateau Tour Prignac, Medoc",41442,chateau-tour-prignac-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,85.72,C+,6,,
4569,"Chateau Ad Francos, Chateau Le Priolat, Francs Cotes De Bordeaux",32136,chateau-ad-francos-chateau-le-priolat-francs-cotes-de-bordeaux,Francs Cotes De Bordeaux,francs-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2014,2017-06-01,False,85.71,C,3,,
4570,"Chateau Barthez, Haut Medoc",32282,chateau-barthez-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,85.71,C+,7,,
4571,"Chateau Messile-Aubert, Montagne Saint Emilion",39279,chateau-messile-aubert-montagne-saint-emilion,Montagne Saint Emilion,montagne-saint-emilion,Red,,['Bordeaux'],France,,2014,2017-06-01,False,85.7,B,4,,
4572,"Le Clos Des Demoiselles, Listrac Medoc",94903,le-clos-des-demoiselles-listrac-medoc,Listrac Medoc,listrac-medoc,Red,,['Bordeaux'],France,,2014,2017-06-01,False,85.65,B,3,,
4573,"Chateau Baret, Pessac Leognan",32257,chateau-baret-pessac-leognan,Pessac Leognan,pessac-leognan,Red,,['Bordeaux'],France,,2014,2017-06-01,False,85.44,B,3,,
4574,"Chateau Saransot Dupre, Listrac Medoc",40846,chateau-saransot-dupre-listrac-medoc,Listrac Medoc,listrac-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,85.39,A,4,,
4575,"Chateau Mondorion, Saint Emilion Grand Cru",39377,chateau-mondorion-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,85.33,A,5,,
4576,"Chateau Herve Laroque, Fronsac",36770,chateau-herve-laroque-fronsac,Fronsac,fronsac,Red,,['Bordeaux'],France,,2014,2017-06-01,False,85.2,B,4,,
4577,"Barton & Guestier, Chateau Magnol, Haut Medoc",9295,barton-guestier-chateau-magnol-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,85.01,B+,5,,
4578,"Chateau Penin, Les Cailloux, Bordeaux Superieur",39848,chateau-penin-les-cailloux-bordeaux-superieur,Bordeaux Superieur,bordeaux-superieur,Red,,['Bordeaux'],France,,2014,2017-06-01,False,85.0,B,3,,
4579,"Chateau Roquetaillade La Grange, Graves",40548,chateau-roquetaillade-la-grange-graves,Graves,graves,Red,,['Bordeaux'],France,,2014,2017-06-01,False,84.84,C,5,,
4580,"Chateau Roquetaillade La Grange, Blanc, Graves",40547,chateau-roquetaillade-la-grange-blanc-graves,Graves,graves,White,dry,['Bordeaux'],France,,2015,2017-06-01,False,84.73,C,3,,
4581,"Chateau Dasvin Bel Air, Haut Medoc",33685,chateau-dasvin-bel-air-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,84.73,B,4,,
4582,"Chateau Fontesteau, Haut Medoc",35809,chateau-fontesteau-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,84.61,B,5,,
4583,"Cheval Quancard, Chateau Haut Logat, Haut Medoc",42044,cheval-quancard-chateau-haut-logat-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,84.56,C+,5,,
4584,"Chateau Larose Perganson, Haut Medoc",38119,chateau-larose-perganson-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,84.55,C,5,,
4585,"Chateau De Marsan, Cadillac Cotes De Bordeaux",34573,chateau-de-marsan-cadillac-cotes-de-bordeaux,Cadillac Cotes De Bordeaux,cadillac-cotes-de-bordeaux,Red,,['Bordeaux'],France,,2014,2017-06-01,False,84.21,A,3,,
4586,"Chateau Aney, Haut Medoc",32166,chateau-aney-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,83.79,C+,5,,
4587,"Chateau Doyac, Haut Medoc",35252,chateau-doyac-haut-medoc,Haut Medoc,haut-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,83.72,C,3,,
4588,"Cave Grand Listrac, Chateau Guitignan, Moulis En Medoc",29811,cave-grand-listrac-chateau-guitignan-moulis-en-medoc,Moulis En Medoc,moulis-en-medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,83.62,C,5,,
4589,"Chateau Moulin De La Rose, Saint Julien",39566,chateau-moulin-de-la-rose-saint-julien,Saint Julien,saint-julien,Red,,['Bordeaux'],France,,2014,2017-06-01,False,83.58,C,4,,
4590,"Chateau Laplagnotte-Bellevue, Saint Emilion Grand Cru",38089,chateau-laplagnotte-bellevue-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,83.48,C,5,,
4591,"Chateau Martinet, Saint Emilion Grand Cru",39135,chateau-martinet-saint-emilion-grand-cru,Saint Emilion Grand Cru,saint-emilion-grand-cru,Red,,['Bordeaux'],France,,2014,2017-06-01,False,83.46,C+,3,,
4592,"Chateau Laujac, Medoc",38191,chateau-laujac-medoc,Medoc,medoc,Red,,['Bordeaux'],France,Cru Bourgeois,2014,2017-06-01,False,82.7,C+,5,,
4593,"M. Chapoutier, L'Ermite Blanc, Blanc, Hermitage",99603,m-chapoutier-lermite-blanc-blanc-hermitage,Hermitage,hermitage,White,dry,['Rhone'],France,,2014,2017-05-31,False,97.43,B,4,1109645.0,11096452014.0
4594,"Domaine Leflaive, Blanc, Chevalier Montrachet Grand Cru",61440,domaine-leflaive-blanc-chevalier-montrachet-grand-cru,Chevalier Montrachet Grand Cru,chevalier-montrachet-grand-cru,White,dry,['Bourgogne'],France,,2014,2017-05-31,False,97.31,B,3,1073401.0,10734012014.0
4595,"Domaine Leflaive, Blanc, Batard Montrachet Grand Cru",61437,domaine-leflaive-blanc-batard-montrachet-grand-cru,Batard Montrachet Grand Cru,batard-montrachet-grand-cru,White,dry,['Bourgogne'],France,,2014,2017-05-31,False,96.64,B,3,1073368.0,10733682014.0
4596,"Giuseppe Quintarelli, Amarone Della Valpolicella Classico",149653,giuseppe-quintarelli-amarone-della-valpolicella-classico,Amarone Della Valpolicella Classico,amarone-della-valpolicella-classico,Red,sweet,['Veneto'],Italy,,2007,2017-05-31,False,96.33,A+,3,1501540.0,15015402007.0
4597,"The Sadie Family, Columella, Swartland",148554,the-sadie-family-columella-swartland,Swartland,swartland,Red,,['Western Cape'],South Africa,,2014,2017-05-31,False,96.02,B,3,1125403.0,11254032014.0
4598,"M. Chapoutier, L'Ermite, Hermitage",99604,m-chapoutier-lermite-hermitage,Hermitage,hermitage,Red,,['Rhone'],France,,2014,2017-05-31,False,95.9,A+,4,1109661.0,11096612014.0
4599,"Concha Y Toro, Don Melchor Cabernet Sauvignon, Puente Alto",45177,concha-y-toro-don-melchor-cabernet-sauvignon-puente-alto,Puente Alto,puente-alto,Red,,['Chile'],Chile,,2014,2017-05-31,False,95.64,B,5,1083174.0,10831742014.0
4600,"Castello Di Ama, Vigneto La Casuccia, Chianti Classico Gran Selezione",28145,castello-di-ama-vigneto-la-casuccia-chianti-classico-gran-selezione,Chianti Classico Gran Selezione,chianti-classico-gran-selezione,Red,,['Tuscany'],Italy,,2013,2017-05-31,False,95.39,B,5,1097412.0,10974122013.0
4601,"Bazzocchi Sanjust, Petrolo, Galatrona, Val d'Arno di Sopra",148594,bazzocchi-sanjust-petrolo-galatrona-val-darno-di-sopra,Val d'Arno di Sopra,val-darno-di-sopra,Red,,['Tuscany'],Italy,,2011,2017-05-31,False,95.22,B,5,1102561.0,11025612011.0
4602,"Domaine Faiveley, Chambertin Clos De Beze Grand Cru",58055,domaine-faiveley-chambertin-clos-de-beze-grand-cru,Chambertin Clos De Beze Grand Cru,chambertin-clos-de-beze-grand-cru,Red,,['Bourgogne'],France,,2014,2017-05-31,False,95.16,B,6,1031250.0,10312502014.0
4603,"Dal Forno Romano, Vigneto Monte Lodoletta, Amarone Della Valpolicella Classico",48260,dal-forno-romano-vigneto-monte-lodoletta-amarone-della-valpolicella-classico,Amarone Della Valpolicella Classico,amarone-della-valpolicella-classico,Red,,['Veneto'],Italy,,2011,2017-05-31,False,95.08,A,3,,
4604,"Bazzocchi Sanjust, Petrolo, Galatrona, Val d'Arno di Sopra",148594,bazzocchi-sanjust-petrolo-galatrona-val-darno-di-sopra,Val d'Arno di Sopra,val-darno-di-sopra,Red,,['Tuscany'],Italy,,2013,2017-05-31,False,95.03,C,3,1102561.0,11025612013.0
4605,"Bazzocchi Sanjust, Petrolo, Galatrona, Val d'Arno di Sopra",148594,bazzocchi-sanjust-petrolo-galatrona-val-darno-di-sopra,Val d'Arno di Sopra,val-darno-di-sopra,Red,,['Tuscany'],Italy,,2009,2017-05-31,False,94.67,B,6,1102561.0,11025612009.0
4606,"M. Chapoutier, Les Greffieux Rouge, Hermitage",99623,m-chapoutier-les-greffieux-rouge-hermitage,Hermitage,hermitage,Red,,['Rhone'],France,,2014,2017-05-31,False,94.63,A,4,1109674.0,11096742014.0
4607,"Domaine Auguste Clape, Cornas",51670,domaine-auguste-clape-cornas,Cornas,cornas,Red,,['Rhone'],France,,2014,2017-05-31,False,94.21,B,3,1110201.0,11102012014.0
4608,"Pine Ridge Vineyards, Fortis, Napa Valley",116333,pine-ridge-vineyards-fortis-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2013,2017-05-31,False,94.08,C+,3,,
4609,"Bazzocchi Sanjust, Petrolo, Galatrona, Val d'Arno di Sopra",148594,bazzocchi-sanjust-petrolo-galatrona-val-darno-di-sopra,Val d'Arno di Sopra,val-darno-di-sopra,Red,,['Tuscany'],Italy,,2012,2017-05-31,False,93.93,A,4,1102561.0,11025612012.0
4610,"Bazzocchi Sanjust, Petrolo, Galatrona, Val d'Arno di Sopra",148594,bazzocchi-sanjust-petrolo-galatrona-val-darno-di-sopra,Val d'Arno di Sopra,val-darno-di-sopra,Red,,['Tuscany'],Italy,,2010,2017-05-31,False,93.86,B,5,1102561.0,11025612010.0
4611,"Dal Forno Romano, Vigneto Monte Lodoletta, Valpolicella Superiore",148660,dal-forno-romano-vigneto-monte-lodoletta-valpolicella-superiore,Valpolicella Superiore,valpolicella-superiore,Red,,['Veneto'],Italy,,2010,2017-05-31,False,93.69,B+,3,1098796.0,10987962010.0
4612,"Castello Di Ama, Vigneto Bellavista, Chianti Classico Gran Selezione",28143,castello-di-ama-vigneto-bellavista-chianti-classico-gran-selezione,Chianti Classico Gran Selezione,chianti-classico-gran-selezione,Red,,['Tuscany'],Italy,,2013,2017-05-31,False,93.62,B,5,1097395.0,10973952013.0
4613,"M. Chapoutier, Chante-Alouette, Blanc, Hermitage",99586,m-chapoutier-chante-alouette-blanc-hermitage,Hermitage,hermitage,White,dry,['Rhone'],France,,2015,2017-05-31,False,93.38,B,4,,
4614,"M. Chapoutier, Les Granits Blanc, Blanc, Saint Joseph",99621,m-chapoutier-les-granits-blanc-blanc-saint-joseph,Saint Joseph,saint-joseph,White,dry,['Rhone'],France,,2014,2017-05-31,False,92.91,A,4,,
4615,"Felton Road, Cornish Point Pinot Noir, Central Otago",72928,felton-road-cornish-point-pinot-noir-central-otago,Central Otago,central-otago,Red,,['New Zealand'],New Zealand,,2015,2017-05-31,False,92.84,C,3,1107234.0,11072342015.0
4616,"Allegrini, Amarone Della Valpolicella Classico",2976,allegrini-amarone-della-valpolicella-classico,Amarone Della Valpolicella Classico,amarone-della-valpolicella-classico,Red,,['Veneto'],Italy,,2012,2017-05-31,False,92.76,A,4,1095069.0,10950692012.0
4617,"Il Borro, Toscana Rosso, Toscana",150616,il-borro-toscana-rosso-toscana,Toscana,toscana,Red,,['Tuscany'],Italy,,2013,2017-05-31,False,92.44,C+,3,,
4618,"Kanonkop Estate, Paul Sauer, Stellenbosch",150593,kanonkop-estate-paul-sauer-stellenbosch,Stellenbosch,stellenbosch,Red,,['Coastal Region'],South Africa,,2013,2017-05-31,False,92.23,A+,4,,
4619,"Felton Road, Bannockburn Pinot Noir, Central Otago",72918,felton-road-bannockburn-pinot-noir-central-otago,Central Otago,central-otago,Red,,['New Zealand'],New Zealand,,2015,2017-05-31,False,92.19,C+,3,1134212.0,11342122015.0
4620,"Il Borro, Toscana Rosso, Toscana",150616,il-borro-toscana-rosso-toscana,Toscana,toscana,Red,,['Tuscany'],Italy,,2004,2017-05-31,False,92.03,B,4,,
4621,"Talenti Azienda Agricola, Brunello Di Montalcino",148565,talenti-azienda-agricola-brunello-di-montalcino,Brunello Di Montalcino,brunello-di-montalcino,Red,,['Tuscany'],Italy,,2012,2017-05-31,False,91.89,B+,5,1105487.0,11054872012.0
4622,"Pegasus Bay, Prima Donna Pinot Noir, Waipara",114052,pegasus-bay-prima-donna-pinot-noir-waipara,Waipara,waipara,Red,,['New Zealand'],New Zealand,,2013,2017-05-31,False,91.68,A,3,,
4623,"Il Borro, Toscana Rosso, Toscana",150616,il-borro-toscana-rosso-toscana,Toscana,toscana,Red,,['Tuscany'],Italy,,2006,2017-05-31,False,91.51,B+,5,,
4624,"Il Borro, Toscana Rosso, Toscana",150616,il-borro-toscana-rosso-toscana,Toscana,toscana,Red,,['Tuscany'],Italy,,2007,2017-05-31,False,91.49,B,3,,
4625,"Domaine Auguste Clape, Renaissance, Cornas",51671,domaine-auguste-clape-renaissance-cornas,Cornas,cornas,Red,,['Rhone'],France,,2014,2017-05-31,False,91.48,A,3,,
4626,"Pine Ridge Vineyards, Stags Leap District Cabernet Sauvignon, Napa Valley",116344,pine-ridge-vineyards-stags-leap-district-cabernet-sauvignon-napa-valley,Napa Valley,napa-valley,Red,,['California'],Usa,,2013,2017-05-31,False,91.38,A,4,,
4627,"Pegasus Bay, Pinot Noir, Waipara",114051,pegasus-bay-pinot-noir-waipara,Waipara,waipara,Red,,['New Zealand'],New Zealand,,2013,2017-05-31,False,91.31,B,5,1356544.0,13565442013.0
4628,"Domaine Faiveley, Les Rugiens, Pommard Premier Cru",58132,domaine-faiveley-les-rugiens-pommard-premier-cru,Pommard Premier Cru,pommard-premier-cru,Red,,['Bourgogne'],France,,2014,2017-05-31,False,91.3,C+,3,,
4629,"Domaine Faiveley, Les Damodes, Nuits Saint Georges Premier Cru",58116,domaine-faiveley-les-damodes-nuits-saint-georges-premier-cru,Nuits Saint Georges Premier Cru,nuits-saint-georges-premier-cru,Red,,['Bourgogne'],France,,2014,2017-05-31,False,91.16,B,5,,
4630,"Larkmead Vineyards, Lillie Sauvignon Blanc, White, Napa Valley",94122,larkmead-vineyards-lillie-sauvignon-blanc-white-napa-valley,Napa Valley,napa-valley,White,dry,['California'],Usa,,2015,2017-05-31,False,91.07,B,3,,
4631,"Il Borro, Toscana Rosso, Toscana",150616,il-borro-toscana-rosso-toscana,Toscana,toscana,Red,,['Tuscany'],Italy,,2009,2017-05-31,False,90.99,B,5,,
4632,"Chateau Latour, 'Les Forts De Latour', Pauillac",38174,chateau-latour-les-forts-de-latour-pauillac,Pauillac,pauillac,Red,,['Bordeaux'],France,,2011,2017-05-31,False,90.75,A,19,1010309.0,10103092011.0
4633,"Domaine Faiveley, Les Porets Saint Georges, Nuits Saint Georges Premier Cru",58128,domaine-faiveley-les-porets-saint-georges-nuits-saint-georges-premier-cru,Nuits Saint Georges Premier Cru,nuits-saint-georges-premier-cru,Red,,['Bourgogne'],France,,2014,2017-05-31,False,90.67,B,7,1156913.0,11569132014.0
4634,"Tenuta Sette Ponti, Oreno, Toscana",149526,tenuta-sette-ponti-oreno-toscana,Toscana,toscana,Red,,['Tuscany'],Italy,,2014,2017-05-31,False,90.53,B,5,1105331.0,11053312014.0
4635,"Il Borro, Toscana Rosso, Toscana",150616,il-borro-toscana-rosso-toscana,Toscana,toscana,Red,,['Tuscany'],Italy,,2012,2017-05-31,False,90.35,C+,3,,
4636,"Allegrini, La Grola, Veronese",147354,allegrini-la-grola-veronese,Veronese,veronese,Red,,['Veneto'],Italy,,2013,2017-05-31,False,90.32,A+,3,,
4637,"Domaine De La Vougeraie, Clos Du Prieure Monopole, Vougeot",55358,domaine-de-la-vougeraie-clos-du-prieure-monopole-vougeot,Vougeot,vougeot,Red,,['Bourgogne'],France,,2014,2017-05-31,False,90.09,C+,4,1059504.0,10595042014.0
4638,"Pegasus Bay, Riesling, White, Waipara",114053,pegasus-bay-riesling-white-waipara,Waipara,waipara,White,dry,['New Zealand'],New Zealand,,2014,2017-05-31,False,89.93,B+,3,,
4639,"Trinity Hill, Gimblett Gravels 'The Gimblett', Hawkes Bay",136759,trinity-hill-gimblett-gravels-the-gimblett-hawkes-bay,Hawkes Bay,hawkes-bay,Red,,['New Zealand'],New Zealand,,2014,2017-05-31,False,89.9,B,4,,
4640,"Allegrini, Palazzo Della Torre, Veronese",147365,allegrini-palazzo-della-torre-veronese,Veronese,veronese,Red,,['Veneto'],Italy,,2013,2017-05-31,False,89.6,A,3,,
4641,"Il Borro, Toscana Rosso, Toscana",150616,il-borro-toscana-rosso-toscana,Toscana,toscana,Red,,['Tuscany'],Italy,,2005,2017-05-31,False,89.47,B+,4,,
4642,"Il Borro, Toscana Rosso, Toscana",150616,il-borro-toscana-rosso-toscana,Toscana,toscana,Red,,['Tuscany'],Italy,,1999,2017-05-31,False,89.13,B,3,,
4643,"Domaine De La Vougeraie, Gevrey Chambertin",55362,domaine-de-la-vougeraie-gevrey-chambertin,Gevrey Chambertin,gevrey-chambertin,Red,,['Bourgogne'],France,,2014,2017-05-31,False,88.22,B,5,1059399.0,10593992014.0
4644,"Planeta, Sito dell’Ulmo, Sicilia",147388,planeta-sito-dellulmo-sicilia,Sicilia,sicilia,Red,,['Sicily'],Italy,,2012,2017-05-31,False,87.73,C+,4,,
4645,"Domaine Faiveley, Clos Des Myglands Monopole, Mercurey Premier Cru",58068,domaine-faiveley-clos-des-myglands-monopole-mercurey-premier-cru,Mercurey Premier Cru,mercurey-premier-cru,Red,,['Bourgogne'],France,,2014,2017-05-31,False,87.46,B,7,,
4646,"Il Borro, Toscana Rosso, Toscana",150616,il-borro-toscana-rosso-toscana,Toscana,toscana,Red,,['Tuscany'],Italy,,2000,2017-05-31,False,86.89,C+,3,,
4647,"Clos Saint-Jean, La Combe Des Fous, Chateauneuf Du Pape",44076,clos-saint-jean-la-combe-des-fous-chateauneuf-du-pape,Chateauneuf Du Pape,chateauneuf-du-pape,Red,,['Rhone'],France,,2005,2017-05-30,False,96.44,B,5,1126309.0,11263092005.0
4648,"Domaine De Chevalier, Blanc, Pessac Leognan",54082,domaine-de-chevalier-blanc-pessac-leognan,Pessac Leognan,pessac-leognan,White,dry,['Bordeaux'],France,Grand Cru Classé de Graves,2013,2017-05-30,False,92.91,B+,18,1173547.0,11735472013.0
